,user,text,polarity
663,tj_melon," @FoxNews Must be all those demons and aliens watching their lord, demon sperm master...","Sentiment(polarity=0.0, subjectivity=0.0)"
664,SalvatoreL46, @FoxNews They know your going to lose so they ditched you,"Sentiment(polarity=0.0, subjectivity=0.0)"
665,IFeelSaferAlrdy, @FoxNews You shouldn't be watching them anyway you creepy goblin.  Do your job.,"Sentiment(polarity=-0.5, subjectivity=1.0)"
666,oclocal_ami, @FoxNews so now you very strongly built fox news too???  you’re too much buddy... can’t wait til you’re gone,"Sentiment(polarity=0.3816666666666667, subjectivity=0.5766666666666668)"
667,MoMan60, @FoxNews STOP??? BLAMING FOX NEWS  ??????#AmericaHATESyou?????? https://t.co/8R8U7NQ2hP,"Sentiment(polarity=0.0, subjectivity=0.0)"
668,wmashome, @FoxNews #TrumpIsLosing,"Sentiment(polarity=0.0, subjectivity=0.0)"
669,Penny69636616, @FoxNews It’s because they realized what you are.. the devil #VoteTrumpOut2020 #25thAmendmentNow #crazyTrump,"Sentiment(polarity=0.0, subjectivity=0.0)"
670,hazaura, @FoxNews Your presidency https://t.co/rugJ1O375t,"Sentiment(polarity=0.0, subjectivity=0.0)"
671,TheEyeKnowsAnd1, @FoxNews Get out of Texas!! We don't want you here!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
672,slinthicum, @FoxNews So it is you who got Fox where they are. Again another ridiculous claim.,"Sentiment(polarity=-0.3333333333333333, subjectivity=1.0)"
673,Karlon42, @FoxNews Can af1 become mh370,"Sentiment(polarity=0.0, subjectivity=0.0)"
674,JaneAnn28665676, @FoxNews I used to watch @FoxNews before you took the job that you need to quit. You will be so mu… https://t.co/s1ghbN9mYY,"Sentiment(polarity=0.0, subjectivity=0.0)"
675,mcmbarncat, @FoxNews @foxnewsalert @FoxNews doesn't want to go down with your rapidly sinking ship.. You're to… https://t.co/1WQ1JVAtUf,"Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
676,Rickg1969, @FoxNews Maybe they’re getting tired of your bullshit too!!!!!!,"Sentiment(polarity=-1.0, subjectivity=0.7)"
677,maybe_innocent," @FoxNews The only amazing thing is, watching you leaving the WH.","Sentiment(polarity=0.30000000000000004, subjectivity=0.95)"
678,Hawgrider4, @FoxNews Welcome back to Texas!!  #Trump2020 #SilentMajorityNOMore  #godblesstheusa ???????????? #godblesstexas,"Sentiment(polarity=0.4, subjectivity=0.45)"
679,diva0614," @FoxNews Ummm, excuse me but you're supposed to be the president, not a fucking fourth rate television hack.","Sentiment(polarity=-0.025, subjectivity=0.025)"
680,OliverG777, @FoxNews When state news turns on its Dictator.,"Sentiment(polarity=0.0, subjectivity=0.0)"
681,DrK36184589," @FoxNews No, it's that even some of the most stubborn dingleberries on your butt are finally falli… https://t.co/xUckguCpo1","Sentiment(polarity=0.25, subjectivity=0.75)"
682,Ricardo682817, @FoxNews Get the fuck out of Texas!!,"Sentiment(polarity=-0.625, subjectivity=0.6)"
683,ianclark120473, @FoxNews And the mahoosive guy in the twitter header pic alongside AF 0ne???,"Sentiment(polarity=0.0, subjectivity=0.0)"
684,MD3m3rz, @FoxNews Go Away!!!!!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
685,LacyGuitar, @WhiteHouse @FoxNews ????????i never watch FOX!,"Sentiment(polarity=0.0, subjectivity=0.0)"
686,oc_moni, @FoxNews Putin OWNS trump!,"Sentiment(polarity=0.0, subjectivity=0.0)"
687,jax_joint," @FoxNews He’s so sad, many people tell me. Stone cold loser.","Sentiment(polarity=-0.19999999999999998, subjectivity=0.8333333333333334)"
688,SNSeagle1, @FoxNews This would laughable if it wasnt so sad!  Why don't you try putting the Country ahead of… https://t.co/tUIZc08FKc,"Sentiment(polarity=-0.5625, subjectivity=1.0)"
689,CharliePontoon, @FoxNews Not long now. https://t.co/rg0Ku4XBzd,"Sentiment(polarity=0.025, subjectivity=0.4)"
690,Jewels8031, @FoxNews #texas #voteblue #trumpvirus #incompetentinchief,"Sentiment(polarity=0.0, subjectivity=0.0)"
691,gg35599542, @FoxNews Right...the have uncovered and exposed  the REAL Trump and you are pissed cause you can’t… https://t.co/EnSTRYEM7h,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
692,BleachGary, @FoxNews So dictator every news channel is now fake news ?????? remember don’t fear the reaper man,"Sentiment(polarity=-0.5, subjectivity=1.0)"
693,it_is_eye, @FoxNews Ah poor Donny are they not playing with you anymore ?? https://t.co/z6g7q1YzAF,"Sentiment(polarity=-0.4, subjectivity=0.6)"
694,FChezmadia, @FoxNews Now can you get some work done?,"Sentiment(polarity=0.0, subjectivity=0.0)"
695,boisvert_tim, @FoxNews Of course. It’s ONLY all about you.,"Sentiment(polarity=0.0, subjectivity=1.0)"
696,Risingupdown, @FoxNews Don’t Mess with Texas! They have always been fine without tRump! Although Abbott needs to resign immediately!,"Sentiment(polarity=0.21614583333333337, subjectivity=0.3375)"
697,dwiebe99, @FoxNews me me me me me me me me me ...,"Sentiment(polarity=0.0, subjectivity=0.0)"
698,PattyOC14683421, @FoxNews ??????Lord have mercy!,"Sentiment(polarity=0.0, subjectivity=0.0)"
699,Austinfav, @FoxNews ??????????????,"Sentiment(polarity=0.0, subjectivity=0.0)"
700,paintedsmyles, @FoxNews Reporting facts? OMG! They arent kissing your ass? How dare they #Vote #WearAMask,"Sentiment(polarity=0.0, subjectivity=0.0)"
701,SBeair, @FoxNews Shows the difference between conservatives and flat out fascists.,"Sentiment(polarity=-0.025, subjectivity=0.125)"
702,amerlocfr," @FoxNews When are you going to arrest Schiff and Strzok, Nadler etc. If you don't arrest these clo… https://t.co/qOmpb09x5l","Sentiment(polarity=-0.05, subjectivity=0.0)"
703,trippytina79, @FoxNews I agree with your tweet- fix news is not even watchable.,"Sentiment(polarity=0.0, subjectivity=0.0)"
704,revolutiondakid, @FoxNews lmfao,"Sentiment(polarity=0.0, subjectivity=0.0)"
705,Rickyrod912," @FoxNews As the Coronavirus pandemic wreak havoc and continues to kill thousands of Americans, tha… https://t.co/IvHbOnQb00","Sentiment(polarity=0.0, subjectivity=0.0)"
706,sandy77nc, @FoxNews https://t.co/zGxwIfdizo,"Sentiment(polarity=0.0, subjectivity=0.0)"
707,JuliIndica, @FoxNews They are waking up just like the founders of @ProjectLincoln   Did you catch their latest… https://t.co/2adW9MIhaY,"Sentiment(polarity=0.0, subjectivity=0.0)"
708,conreub1," @FoxNews What? Are they now telling the truth? Yikes, not good for you, someone who lives in an alternate reality.","Sentiment(polarity=-0.175, subjectivity=0.30000000000000004)"
709,Red2578, @FoxNews You actually think you got them where they are? Seriously? They have been building up rig… https://t.co/Iga56o8bIa,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.3833333333333333)"
710,burnslb1717, @FoxNews You are so correct,"Sentiment(polarity=0.0, subjectivity=0.0)"
711,theRuggRat," @FoxNews Same man, they suck.  They're honestly huge trump supporters, and I can't stand to get br… https://t.co/Pls8E4gcO1","Sentiment(polarity=0.19999999999999998, subjectivity=0.5125)"
712,uptownboys2519," @FoxNews 150,000 Americans dead from the #TrumpVirusCatastrophe, bounties on our soldiers heads, m… https://t.co/fZdyPjrmIT","Sentiment(polarity=-0.2, subjectivity=0.4)"
713,sandy77nc, @FoxNews https://t.co/k6roupGEI8,"Sentiment(polarity=0.0, subjectivity=0.0)"
714,OnceUponALucky," @FoxNews We Texans love you, President Trump!","Sentiment(polarity=0.625, subjectivity=0.6)"
715,Kimberlee727, @FoxNews I wish he was not heading to our great state today or ever! Now we have to fumigate again! ??,"Sentiment(polarity=1.0, subjectivity=0.75)"
716,emily80865771, @FoxNews It’s because it’s become California.  Fracking has brought in many Californians to Midlan… https://t.co/iwCX5YDa0p,"Sentiment(polarity=0.5, subjectivity=0.5)"
717,jbsmth65, @FoxNews Too bad you don't have anything better to do than watch TV.,"Sentiment(polarity=-0.09999999999999992, subjectivity=0.5833333333333333)"
718,Debfornow," @FoxNews They are a mainstream media company, not your personal lackey.","Sentiment(polarity=0.0, subjectivity=0.3)"
719,Davidcable18, @FoxNews Oh gfy!,"Sentiment(polarity=0.0, subjectivity=0.0)"
720,PeyRob32, @FoxNews They've been bought out by the left that's why. All MSM is controlled by the opposition a… https://t.co/9PdHTtJRYz,"Sentiment(polarity=0.0, subjectivity=0.0)"
721,FnoFor, @FoxNews @OANN  The new news station!! Just found out about them in May. Put them in the press roo… https://t.co/04iY37m0Zr,"Sentiment(polarity=0.2130681818181818, subjectivity=0.45454545454545453)"
722,ErnspigerX, @FoxNews https://t.co/T1u8n8n6pR,"Sentiment(polarity=0.0, subjectivity=0.0)"
723,Diane6womanpowr," @FoxNews It was YOU, Mr. President, only YOU! Fox News needs to be much more grateful for the incr… https://t.co/k4Rn1bwzSX","Sentiment(polarity=0.25, subjectivity=0.75)"
724,Stoshi1949, @FoxNews Still all about you ain’t it?,"Sentiment(polarity=0.0, subjectivity=0.0)"
725,NicholasJSmith7, @FoxNews Welcome to Texas!!!,"Sentiment(polarity=1.0, subjectivity=0.9)"
726,Edinbflo, @FoxNews You didn't get fox where they are. They got you where you are and they are starting to regret it.,"Sentiment(polarity=0.0, subjectivity=0.1)"
727,KathyBoren, @FoxNews Welcome to Texas,"Sentiment(polarity=0.8, subjectivity=0.9)"
728,OKANAGANCHIC1, @FoxNews They are not supposed to be a propaganda machine made for your liking. Maybe at last they… https://t.co/vsqJeHZkHo,"Sentiment(polarity=-0.05, subjectivity=0.08333333333333334)"
729,BadBranchCharl1," @FoxNews You're snorting your Adderall again, aren't you, fool? Let me give you some advice,… https://t.co/B6JunQ78tm","Sentiment(polarity=0.0, subjectivity=0.0)"
730,jaktv, @FoxNews maybe they are preparing to be a real news organization after you are tossed.,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
731,cowgirlkrissy72," @FoxNews Yeah, they know who you really are now and that you lie about everything!  Just wait, cuz… https://t.co/MHWuO6UVd9","Sentiment(polarity=0.25, subjectivity=0.2)"
732,TraceyBVoice," @FoxNews In other words, even they are beginning to see the light.","Sentiment(polarity=0.1375, subjectivity=0.5375)"
733,RedbirdoV, @FoxNews republican tears  - not fit for consumption,"Sentiment(polarity=-0.2, subjectivity=0.4)"
734,Katrina25229526," @FoxNews No they haven't donnie. No, they haven't.","Sentiment(polarity=0.0, subjectivity=0.0)"
735,cito_jackeline, @FoxNews NEVER FORGET OBAMA GATE,"Sentiment(polarity=0.0, subjectivity=0.0)"
736,Vasco_Pimentel, @FoxNews This is pathetic. This little pest has to be put out of his misery. It's painful to watch.,"Sentiment(polarity=-0.6291666666666667, subjectivity=0.7999999999999999)"
737,LolaLola3," @FoxNews  You mean Texas soaked by the Pandemic? Yup, you got us here alright!… https://t.co/MyZxM92bLj","Sentiment(polarity=-0.3125, subjectivity=0.6875)"
738,lambros_andy, @FoxNews So they are not agreeing with the day to day garbage that you throw out there?  Wow that… https://t.co/dOHIuWW9NY,"Sentiment(polarity=0.1, subjectivity=1.0)"
739,GlassesLives, @FoxNews https://t.co/8pmAMIAdYP,"Sentiment(polarity=0.0, subjectivity=0.0)"
740,karltonchappy, @FoxNews Idiot,"Sentiment(polarity=-0.8, subjectivity=0.8)"
741,BiaforeRobert, @FoxNews They are hooked up with leftists  but mostly RINOS,"Sentiment(polarity=0.5, subjectivity=0.5)"
742,rigbysmom1, @FoxNews #personwomanmancameratv,"Sentiment(polarity=0.0, subjectivity=0.0)"
743,won_a_day_PI, @FoxNews https://t.co/goaSm6kT9S,"Sentiment(polarity=0.0, subjectivity=0.0)"
744,AmerAhm92285203, @FoxNews Why do you even watch news ? Just do your job instead of screaming on social media all th… https://t.co/wC1gQAP9Dc,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)"
745,kenji555, @FoxNews Fox doesn’t want you to take them down woth you!,"Sentiment(polarity=-0.19444444444444445, subjectivity=0.2888888888888889)"
746,GeffeJr, @FoxNews Yes we know that Sean will always forgive you're hissy fits???? https://t.co/NpdxaMUzhJ,"Sentiment(polarity=0.0, subjectivity=0.0)"
747,PattyAndrade19, @FoxNews We now watch one America news and newsmax.  Liberal Fox News is now the new cnn! We just don’t need it.,"Sentiment(polarity=0.17045454545454544, subjectivity=0.45454545454545453)"
748,francisBmahe, @POTUS @FoxNews So they actually started doing their job??? No way,"Sentiment(polarity=0.0, subjectivity=0.1)"
749,BananaR40819238," @FoxNews And if you don’t test, you don’t have Covid! 150,000 hoaxes and counting!","Sentiment(polarity=0.0, subjectivity=0.0)"
750,CalanthaTXBlue, @FoxNews Get the fuck out we don’t want u here,"Sentiment(polarity=-0.4, subjectivity=0.6)"
751,cyrusomandi, @FoxNews The name Trump....,"Sentiment(polarity=0.0, subjectivity=0.0)"
752,NurseKenn, @FoxNews BECAUSE YOU ARE A LIAR Hope you don’t get the Rona shake as many hands as you can hell give a few hugs,"Sentiment(polarity=0.15, subjectivity=0.3)"
753,katrn80, @FoxNews When you get inside Tx take many deep breaths.,"Sentiment(polarity=0.25, subjectivity=0.45)"
754,giooconloni, @FoxNews Aw poor Donny,"Sentiment(polarity=-0.4, subjectivity=0.6)"
755,swamp_donkey66, @FoxNews 150000 now,"Sentiment(polarity=0.0, subjectivity=0.0)"
756,Kimberl93293569, @FoxNews You forgot who got you were you are today his name is Putin and Americans have stopped watching you.,"Sentiment(polarity=0.0, subjectivity=0.0)"
757,CarolP1941, @FoxNews You should have been honoring a great Congressman like the rest of the nation was this mo… https://t.co/VtW3I3hCGO,"Sentiment(polarity=0.8, subjectivity=0.75)"
758,Ted41042883, @FoxNews Some people are easier to amaze than others.,"Sentiment(polarity=0.0, subjectivity=0.0)"
759,RampageRantz, @FoxNews @SpeakerRyan left congress for just that reason. #NeverTrumper all along!,"Sentiment(polarity=0.0, subjectivity=0.0)"
760,hack14u, @FoxNews Who exactly got them where they are?,"Sentiment(polarity=0.25, subjectivity=0.25)"
761,melonian4life, @FoxNews As in viewership or sexual assault allegations ??,"Sentiment(polarity=0.5, subjectivity=0.8333333333333334)"
762,BigAlH6, @FoxNews Pisses me off too.  #KAG2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
763,MikeBas91943751," @FoxNews Trump, you totally have forgotten how you got the position you hold now. One thing you sh… https://t.co/aDTFSHxB4n","Sentiment(polarity=0.0, subjectivity=0.75)"
764,keller_gunter, @FoxNews Mamaaaaaaa why they don't like me anymore,"Sentiment(polarity=0.0, subjectivity=0.0)"
765,MichaelPomeroy9, @FoxNews They closer we are to election day.  The more Paul Ryan will exploit the socialist adgenda.,"Sentiment(polarity=0.5, subjectivity=0.5)"
766,IsupportNRAn2A, @FoxNews Trump 2020 ????????????,"Sentiment(polarity=0.0, subjectivity=0.0)"
767,jacquiwithaqui, @FoxNews Rats...ship...etc...,"Sentiment(polarity=0.0, subjectivity=0.0)"
768,CindyWRogers, @FoxNews psycho,"Sentiment(polarity=0.0, subjectivity=0.0)"
769,lalden73093, Dictator wannabe.,"Sentiment(polarity=0.0, subjectivity=0.0)"
770,chainsofpace," Yup.  Lets send in more paid mercenaries, meanwhile bounties are on our troops https://t.co/Zd2If2ipZD","Sentiment(polarity=0.5, subjectivity=0.5)"
771,wandjmackenzie," So you got kicked out of Portland huh? That dang pesky constitution thing again, probably should h… https://t.co/nxO7Yx7yo0","Sentiment(polarity=0.0, subjectivity=0.0)"
772,ehmari2," In other words, sending in more of your Gestapo troops to gas, kill or maim more innocent American… https://t.co/0Wxi4bM5jA","Sentiment(polarity=0.34375, subjectivity=0.51875)"
773,AngelEyesSC, You are so full of s**t.,"Sentiment(polarity=0.35, subjectivity=0.55)"
774,FlicklundTweetz," Your definition of ""agitators"" clearly ends when the purpose suits your politics and racial dog wh… https://t.co/j2ROeCGNBC","Sentiment(polarity=0.09999999999999999, subjectivity=0.3833333333333333)"
775,PeerDixon, Ya vold!,"Sentiment(polarity=0.0, subjectivity=0.0)"
776,6bottoms, https://t.co/p8BqBPcgUZ,"Sentiment(polarity=0.0, subjectivity=0.0)"
777,Paul19107820," Lying sack of shit. I am IN PORTLAND, and the only scary violence going on anywhere is from the Ja… https://t.co/hxLx42xbvQ","Sentiment(polarity=-0.2333333333333333, subjectivity=0.9333333333333332)"
778,JoeLSmi02830645, Trump = Dictator,"Sentiment(polarity=0.0, subjectivity=0.0)"
779,JudyOlo," Alt right, white supremacists causing violence .... #ConmanTrump LIES .... https://t.co/ijklqvGmV1","Sentiment(polarity=0.14285714285714285, subjectivity=0.26785714285714285)"
780,EdNieto05, Said the pathetic and sad little footnote in U.S. History. Election Day is Nov. 3!… https://t.co/3EO6CTa68E,"Sentiment(polarity=-0.5625, subjectivity=0.8333333333333334)"
