,user,text,polarity
184,DialloM64894072,@JoeBiden No,"Sentiment(polarity=0.0, subjectivity=0.0)"
185,HARRYBATSON2,@JoeBiden So you squad can tramper with the ballots just stay in your basement Trump 2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
186,zoeileana,@JoeBiden Absentee voting is fine. Mail by vote leads to fraud,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5)"
187,CarlosBAlonso2,"@JoeBiden Why are Dems afraid of true voting in person?!  Most legit way of voting.  Antifa is not a myth, but a terrorist organization.","Sentiment(polarity=0.1125, subjectivity=0.6833333333333332)"
188,9th_Doc,@JoeBiden No. A big no Cornpop. Then you could cheat your way to victory.,"Sentiment(polarity=0.0, subjectivity=0.1)"
189,ethericblue,@JoeBiden You are under criminal investigation from the Ukraine for a billion dollar quid pro quo.  You can mail yo… https://t.co/pstznHxiss,"Sentiment(polarity=-0.4, subjectivity=0.55)"
190,TrevinSchall,@JoeBiden I like hairy legs... you’ve got my vote:? https://t.co/CLjqc5VX9F,"Sentiment(polarity=0.0, subjectivity=0.0)"
191,Blue_EyezOnU,"@JoeBiden I will walk through fire, locusts, whatever to vote on Election Day for DJT.  No mail in.","Sentiment(polarity=0.0, subjectivity=0.0)"
192,lindalewis2021,@JoeBiden Only if you request it!  Not in mass mailings.  So you can cheat?  That's the only way you will be elected.  @JoeBiden,"Sentiment(polarity=0.0, subjectivity=1.0)"
193,RobynRepeta1,@JoeBiden Be able to cheat?,"Sentiment(polarity=0.5, subjectivity=0.625)"
194,TeslaIndy,"@JoeBiden It would be impossible for him to vote illegally. If this is your defense, it is very weak.","Sentiment(polarity=-0.5513888888888888, subjectivity=0.7708333333333334)"
195,chipotlemas14,@JoeBiden https://t.co/3tJGNUanuR,"Sentiment(polarity=0.0, subjectivity=0.0)"
196,GBolt10,@JoeBiden Too much fraud with vote by mail.  If you can go out and protest/riot you can go to the polls.,"Sentiment(polarity=0.2, subjectivity=0.2)"
197,RobertBKasna,@JoeBiden It is a much different process Boomer.,"Sentiment(polarity=0.0, subjectivity=0.6)"
198,Tfoolary,@JoeBiden Vote by mail and an absentee ballot are 2 diferent things.  And you want to be President?🤔🙄🙄🙄🙄,"Sentiment(polarity=0.0, subjectivity=0.0)"
199,USCnDodgerBlue,@JoeBiden Absentee ballot. Big difference.,"Sentiment(polarity=0.0, subjectivity=0.1)"
200,Lucy71916391,@JoeBiden Yes,"Sentiment(polarity=0.0, subjectivity=0.0)"
201,Magic12Miller,@JoeBiden Old demented man. Why does your family allow you to be abused like this?,"Sentiment(polarity=0.1, subjectivity=0.2)"
202,LKBAwake,"@JoeBiden If one does not feel comfortable voting in person, there is such thing as ABSENTEE BALLOTS.   That is wha… https://t.co/imbymxPrQG","Sentiment(polarity=0.2, subjectivity=0.65)"
203,dtcahh,@JoeBiden https://t.co/MwX5RiHne6,"Sentiment(polarity=0.0, subjectivity=0.0)"
204,colorfullizard,@JoeBiden Yes we all already can.. absentee ballots.. AZ had it for years,"Sentiment(polarity=0.0, subjectivity=0.0)"
205,mayhem1958,"@JoeBiden @cindyglenn214 yes, but he did not cheat and change the ballots to Democrats like your party does.....plu… https://t.co/PGRUZ3VqC2","Sentiment(polarity=0.0, subjectivity=0.0)"
206,Soopaballz,@JoeBiden You're a joke,"Sentiment(polarity=0.0, subjectivity=0.0)"
207,cat_badger,"@JoeBiden mail in absentee ballots are ok and reserved for people who cant physically get to the polling stations,… https://t.co/MyqPErBPJ3","Sentiment(polarity=0.25, subjectivity=0.3214285714285714)"
208,velutenanarch,@JoeBiden Yeah well anarchists should also be allowed to be such without being arrested. You need to do some fuckin… https://t.co/b7ltgOuxtF,"Sentiment(polarity=0.0, subjectivity=0.5)"
209,darylr44,@JoeBiden You can't remember your own name how would you know who voted when.. oh I forgot you graduated top of your class with 3 degrees..,"Sentiment(polarity=0.55, subjectivity=0.75)"
210,NeverWasABot,@JoeBiden Some absentee voting is decidedly different than doing the majority of the electorate by mail; too much f… https://t.co/V9NKhhvKNR,"Sentiment(polarity=0.1, subjectivity=0.4)"
211,tedesco_sr,@JoeBiden as absentee is nothing like the mail in fraud being pushed by the left. If you are afraid of voting sign… https://t.co/Rfy80uYitr,"Sentiment(polarity=-0.3, subjectivity=0.45)"
212,Gene72214395,@JoeBiden NO WE KNOW WHAT YOU WANT TO DO! CHEAT!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
213,RadioHeadRUSH1,"@JoeBiden Do you have proof, Pedo Joe?  ........methinks not","Sentiment(polarity=0.0, subjectivity=0.0)"
214,daisyroisin,@JoeBiden I'd rather not mimic Trump https://t.co/peAsajrJA1,"Sentiment(polarity=0.0, subjectivity=0.0)"
215,Zain1702,@JoeBiden #TrumpIsNotWell,"Sentiment(polarity=0.0, subjectivity=0.0)"
216,HondaDriver13,@JoeBiden Absentee ballot. There's a distinct difference. Hey @jack where's the fact checking for this clown?,"Sentiment(polarity=0.3, subjectivity=0.3)"
217,Chris92857240,@JoeBiden Your nuts you think I am going vote by mail so that your leftists will change it to make you president ok… https://t.co/kqvdhPRth8,"Sentiment(polarity=0.0, subjectivity=0.0)"
218,Joe60288590,@JoeBiden Gotta remember where the post office is first.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
219,mjart11,@JoeBiden That’s your only chance just straight up cheat.,"Sentiment(polarity=0.1, subjectivity=0.7)"
220,sharonw43267343,"@JoeBiden Joe, joe joe it is called a absentee ballot..which is verified by the state.","Sentiment(polarity=0.0, subjectivity=0.0)"
221,Ania_Fotography,@JoeBiden And you should vote for Trump! #Trump2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
222,JunkieJimmy47,@JoeBiden You're not the real candidate anyways. When is she going to throw her name out there?,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
223,dtcahh,@JoeBiden https://t.co/R8jEo0ZSKO,"Sentiment(polarity=0.0, subjectivity=0.0)"
224,tedesco_sr,@JoeBiden FACTS- Donald Trump works/lives in Wash DC. His residency is in FL. He used absentee voting which is perm… https://t.co/feXk2fVfdI,"Sentiment(polarity=0.0, subjectivity=0.0)"
225,roywilliams1976,@JoeBiden Masks are mandated murder by globalists trying to fight an imaginary climate change/global warming at the… https://t.co/kUrvSHLFI3,"Sentiment(polarity=0.0, subjectivity=0.0)"
226,TenorDrumLucy,@JoeBiden I vote by mail every election. It's easier to do than standing in linr for 2 hours.,"Sentiment(polarity=0.0, subjectivity=0.0)"
227,CathySm57130854,"@JoeBiden Symone, I mean Joe lies.","Sentiment(polarity=-0.3125, subjectivity=0.6875)"
228,JohnTKennedy63,@JoeBiden In person voting. No Vote by Mail. Voter ID.,"Sentiment(polarity=0.0, subjectivity=0.0)"
229,PoorSoccerDad,"@JoeBiden Under normal circumstances, sure. Not this year so you can cheat","Sentiment(polarity=0.325, subjectivity=0.7694444444444444)"
230,Powerwashman,@JoeBiden So did a whole bunch of dead people.,"Sentiment(polarity=0.0, subjectivity=0.4)"
231,J_Hill93,@JoeBiden There is a difference between an absentee vote  and a vote by mail!! You should know this former vp!,"Sentiment(polarity=0.0, subjectivity=0.0)"
232,savir_09,@JoeBiden Absolutely!  His message is to confuse his ilk.  Many believe that illegal voting means illegals voting.,"Sentiment(polarity=0.08333333333333333, subjectivity=0.6333333333333333)"
233,JeffsafeT,@JoeBiden Apples and oranges. Asking for a absentee ballot is different that mailing a ballot to every registered v… https://t.co/IGPWmgytQ2,"Sentiment(polarity=0.0, subjectivity=0.6)"
234,sheryl28097236,@JoeBiden No mail in voting! No cheating sleepy Joe!,"Sentiment(polarity=0.0, subjectivity=0.0)"
235,AngryRacoon2,@JoeBiden You already can in literally every state. But you might have to put forward 10 min of your time to get it done.,"Sentiment(polarity=0.0, subjectivity=0.0)"
236,Susie01427353,"@JoeBiden Your supporters can go out anytime to riot and loot, why voters are required to stay home and choose vote by mail?","Sentiment(polarity=0.0, subjectivity=0.0)"
237,TD36742348,@JoeBiden He also was interviewed by @foxpokerfox on @FoxNews which you’re apparently to chicken shit to do. Want A… https://t.co/MdpYbuarcT,"Sentiment(polarity=-0.4, subjectivity=0.875)"
238,tpw8791,"@JoeBiden But he sent the ballot in for himself, he didn't send in votes for people that no longer are alive","Sentiment(polarity=0.1, subjectivity=0.4)"
239,11_Bonez_11,"@JoeBiden But can you show if his vote was actually counted or attributed to the correct candidates?  Until then, suck it.","Sentiment(polarity=0.0, subjectivity=0.1)"
240,Standinganthem,@JoeBiden Fun fact: Joe Biden believes his own name is Donald Trump,"Sentiment(polarity=0.44999999999999996, subjectivity=0.6)"
241,meerhouse2016,@JoeBiden my state already has absentee voting what you're proposing is not needed,"Sentiment(polarity=0.0, subjectivity=0.0)"
242,JasonKHolt,"@JoeBiden Problem with @realDonaldTrump is that of the 5 candidates on his mail-in ballot (person, woman, man, came… https://t.co/x4Voq35pbQ","Sentiment(polarity=0.0, subjectivity=0.0)"
243,earwaxburner,@JoeBiden You voted by Pony Express old man.,"Sentiment(polarity=0.1, subjectivity=0.2)"
244,OrangeL83619933,@JoeBiden https://t.co/yVM90SXneO you weren't in Vermont Joe,"Sentiment(polarity=0.0, subjectivity=0.0)"
245,DatoFreddy,@JoeBiden get back to your basement.. the end. sniff your MASK👃👃,"Sentiment(polarity=0.0, subjectivity=0.0)"
246,BoyZilian1,@JoeBiden Nope,"Sentiment(polarity=0.0, subjectivity=0.0)"
247,dfddfkvh81,@JoeBiden @willwilkinson He has not for a Presidential election  #LyingBiden,"Sentiment(polarity=0.0, subjectivity=0.0)"
248,WilliamMewis,@JoeBiden Did you have# help voting?,"Sentiment(polarity=0.0, subjectivity=0.0)"
249,da01da01,"@JoeBiden The way for the Democratic Party to seize power: first they must ban the gun in your hand, then they must… https://t.co/wUZIKkSfP6","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
250,ellablu_blu,@JoeBiden So did my dead grandma!!! 👍🏻#RedWave2020,"Sentiment(polarity=-0.390625, subjectivity=0.4)"
251,ChesterTherese,@JoeBiden Such a joker JOE 😂😂😂,"Sentiment(polarity=0.0, subjectivity=0.5)"
252,5Revelation1,@JoeBiden https://t.co/KR22XnrxrI,"Sentiment(polarity=0.0, subjectivity=0.0)"
253,FrankMax17,@JoeBiden It’s called absentee and it’s signature verified unlike what you  want. Stop voter fraud! Stop Biden!,"Sentiment(polarity=0.0, subjectivity=0.0)"
254,MikeA25393110,@JoeBiden Good idea Choosing  on her knees Kamala after she called you a racist.  No balls sleepy joe,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
255,margaretp77,@JoeBiden Absentee ballot does not equal mass mail in voting,"Sentiment(polarity=0.0, subjectivity=0.25)"
256,juli_booboo,@JoeBiden There is a difference between and absentee ballot and just getting them mailed to whoever!!!! Vite at the… https://t.co/A14wshInSW,"Sentiment(polarity=0.0, subjectivity=0.0)"
257,Wsswendy,"@JoeBiden Trump is the president who lives in a different place now.   You should do that too! Run from president,… https://t.co/JeH6HyCScH","Sentiment(polarity=0.0, subjectivity=0.6)"
258,SWatsonMAGA,@JoeBiden You want millions of people to vote by mail because you can cheat and alter the true results of the elect… https://t.co/2jrxU0bZqF,"Sentiment(polarity=0.35, subjectivity=0.65)"
259,PocketFulloNugs,@JoeBiden Just curious cause I haven't heard. What version of mail was it. I know there are may levels to send mail… https://t.co/DmT45AbmWX,"Sentiment(polarity=-0.1, subjectivity=1.0)"
260,holyAl3,@JoeBiden Sure,"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)"
261,Yarimbo,@JoeBiden Joe. Stop flirting with Republicans. Ok?,"Sentiment(polarity=0.5, subjectivity=0.5)"
262,deepsea39,@JoeBiden Do you remember what you did?,"Sentiment(polarity=0.0, subjectivity=0.0)"
263,NBJT74,"@JoeBiden If you can stand in line at Walmart, Lowe's, Home Depot, DMV, grocery store, dollar store or for the newe… https://t.co/cYafHzmIVN","Sentiment(polarity=0.0, subjectivity=0.0)"
264,DerrickJones01,"@JoeBiden Joe doesn’t understand what absentee ballot’s are, And he’s hoping the rest of America doesn’t either!","Sentiment(polarity=0.0, subjectivity=0.0)"
265,FerranteGiants,@JoeBiden Absentee ballot is NOT vote by mail,"Sentiment(polarity=0.0, subjectivity=0.0)"
266,JohannaScharf,"@JoeBiden An absentee ballot is requested, big difference Joe Joe","Sentiment(polarity=0.0, subjectivity=0.1)"
267,Ava3Stone,@JoeBiden The city of New York couldn't get mail ballots done correctly. It took weeks for them to decide on the el… https://t.co/umdpcGxBqX,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
268,Justath55731594,"@JoeBiden Don't want to, i want to know that my vote will be counted. You want mail in voting so you and your party… https://t.co/yX77h7o0vG","Sentiment(polarity=0.0, subjectivity=0.0)"
269,Susan_4America,"@JoeBiden No one is saying people can’t vote by mail. BUT you must go to the election office, prove you’re elegible… https://t.co/U50Woa5CeV","Sentiment(polarity=0.0, subjectivity=0.0)"
270,Druid_Orbweaver,@JoeBiden @KIPPSI1 I'm Australian and I wish I could vote for SOMEONE!!!! ANYONE BUT TRUMP!!!!! No offence intended😘,"Sentiment(polarity=0.0, subjectivity=0.0)"
271,darrenford77,@JoeBiden Trump doesnt know how to use the mail. He probably slipped it into the return slot at a long abandoned Bl… https://t.co/Ho5RcnQMPQ,"Sentiment(polarity=-0.05, subjectivity=0.4)"
272,lalauraru777,@JoeBiden Requesting an absentee ballot vs  mass mailing ballots to everyone without updating and cleaning up old v… https://t.co/BeuhUvjT4F,"Sentiment(polarity=0.1, subjectivity=0.2)"
273,EwB23,@JoeBiden Don't worry I will! I will not vote for you! I will not vote for Trump! I am voting for a REAL American w… https://t.co/e8s6qs9ylP,"Sentiment(polarity=0.0, subjectivity=0.0)"
274,SMR11992,"@JoeBiden Well, only if you are voting for Biden. Democrats censor will burn all Trump supporters mail","Sentiment(polarity=0.0, subjectivity=1.0)"
275,TNT8072,@JoeBiden @JoeBiden https://t.co/mdLNjhI4jo,"Sentiment(polarity=0.0, subjectivity=0.0)"
276,MasterFugu,@JoeBiden Does that include all the dead people that make up 67% of your voter base?,"Sentiment(polarity=-0.5, subjectivity=0.7)"
277,bvictorious11,@JoeBiden You mailed it in on the american people a long time ago. Please don’t lecture us on mail in ballots.,"Sentiment(polarity=-0.025, subjectivity=0.2)"
278,MightySword8,@JoeBiden He also knows where he is located.,"Sentiment(polarity=0.0, subjectivity=0.0)"
279,BrianM27343305,@JoeBiden I will go in person.,"Sentiment(polarity=0.0, subjectivity=0.0)"
280,BCPatriot3,"@JoeBiden Everyone, with reason can. How can you run for President, and not know this? How can you have been in gov… https://t.co/YD7xXijw9F","Sentiment(polarity=0.0, subjectivity=0.0)"
281,GeneEmerick68,@JoeBiden Did you believe Harris would get you more black votes? we all know she sucked her way to the top! https://t.co/MzkE4wbSQY,"Sentiment(polarity=0.3194444444444445, subjectivity=0.4777777777777778)"
282,terrimore1,@JoeBiden Liar. It's called ABSENTEE BALLOT which you have to go w ID in order to register!,"Sentiment(polarity=0.0, subjectivity=0.0)"
283,ChazHatesJazz,"@JoeBiden Donald Trump voted by absentee ballot, not vote-by-mail fraud, like you're talking about, assclown.","Sentiment(polarity=0.0, subjectivity=0.0)"
284,JasonShipp11,@JoeBiden Did you learn of that by your spying on his campaign????,"Sentiment(polarity=0.0, subjectivity=0.0)"
285,NericDanijela,"@JoeBiden Absentee ballot. Much like your mind , it’s elsewhere. Is this what you guys are running on? It’s ok to b… https://t.co/wtCOan4uE7","Sentiment(polarity=0.35, subjectivity=0.35)"
286,AaronKKelley,@JoeBiden You should get some serious help for your dementia.,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)"
287,DaddyDill8,@JoeBiden It's called an absentee ballot.,"Sentiment(polarity=0.0, subjectivity=0.0)"
288,halabarb,@JoeBiden Got my ballot coming to me!,"Sentiment(polarity=0.0, subjectivity=0.0)"
289,Tom_Ace_45,"@JoeBiden Tell ya what man, I got to do this week I just drove down there and it took me three hours for a week and… https://t.co/BjhJ1doXqx","Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
290,kputthoff,@JoeBiden What day is it there joe!?,"Sentiment(polarity=0.0, subjectivity=0.0)"
291,pjustin23,@JoeBiden Does that mean I can book Air Force One for my next trip?,"Sentiment(polarity=-0.15625, subjectivity=0.34375)"
292,cat_42568,@JoeBiden Absolutely. Obama put a site up for everyone that wants to register to vote by mail. Thank you Mr. Biden.,"Sentiment(polarity=0.2, subjectivity=0.5)"
293,PSerefine,@JoeBiden Listen to two mailmen talk about the idea of mail in voting. https://t.co/Vme9l9npxv,"Sentiment(polarity=0.0, subjectivity=0.0)"
294,Simsy6_,@JoeBiden https://t.co/3SVLCC4sAX,"Sentiment(polarity=0.0, subjectivity=0.0)"
295,SidRamone1,@JoeBiden https://t.co/EGbCsFOKTI,"Sentiment(polarity=0.0, subjectivity=0.0)"
296,StormBringerIXI,@JoeBiden There are literally dozens of people caught in attempts at voter fraud since they started this BS... more… https://t.co/jmoDvYHZ7y,"Sentiment(polarity=0.0, subjectivity=0.0)"
297,Maurice4642522,"@JoeBiden Biden, do you not understand the difference between voting by mail as an absentee voter versus voting by… https://t.co/ZaS3TD4gXL","Sentiment(polarity=0.0, subjectivity=0.0)"
